level 5
#{{l|ja|礼儀}}, {{l|ja|れいぎ}} -manners,courtesy,etiquette
#{{l|ja|冷静}}, {{l|ja|れいせい}} -calm,composure,coolness,serenity
#{{l|ja|列}}, {{l|ja|れつ}} -queue,line,row
#{{l|ja|列車}}, {{l|ja|れっしゃ}} -train (ordinary)
#{{l|ja|練習}}, {{l|ja|れんしゅう}}する -practice, to practice
#{{l|ja|連想}}, {{l|ja|れんそう}} -association (of ideas),suggestion
#{{l|ja|連続}}, {{l|ja|れんぞく}} -serial,consecutive,continuity,continuing
#{{l|ja|老人}}, {{l|ja|ろうじん}} -the aged,old person
#{{l|ja|労働}}, {{l|ja|ろうどう}} -manual labor,toil,work
#{{l|ja|論じる}}, {{l|ja|ろんじる}} -to argue,to discuss,to debate
#{{l|ja|論争}}, {{l|ja|ろんそう}} -controversy,dispute
#{{l|ja|論文}}, {{l|ja|ろんぶん}} -thesis,essay,treatise,paper
#{{l|ja|輪}}, {{l|ja|わ}} -ring,hoop,circle
#{{l|ja|わがまま}} -selfishness, wilfulness, whim
#{{l|ja|別れ}}, {{l|ja|わかれ}} -parting,separation,farewell
#{{l|ja|脇}}, {{l|ja|わき}} -side
#{{l|ja|分ける}}, {{l|ja|わける}} -to divide,to separate
#{{l|ja|わざと}} -on purpose
#{{l|ja|僅か}}, {{l|ja|わずか}} -only,merely,a little,small quantity
#{{l|ja|綿}}, {{l|ja|わた}} -cotton,padding
#{{l|ja|話題}}, {{l|ja|わだい}} -topic,subject
#{{l|ja|笑い}}, {{l|ja|わらい}} -laugh,laughter,smile
#{{l|ja|割る}}, {{l|ja|わる}} -to divide,to cut,to break,to halve
#{{l|ja|悪口}}, {{l|ja|わるくち}} -abuse,insult,slander,evil speaking
#{{l|ja|我々}}, {{l|ja|われわれ}} -we
#{{l|ja|湾}}, {{l|ja|わん}} -bay,gulf,inlet
#{{l|ja|アイスクリーム}} -ice cream
#{{l|ja|アイロン}} -(electric) iron
#{{l|ja|アウト}} -out
#{{l|ja|アルバム}} -album
#{{l|ja|インク}} -ink
#{{l|ja|ウイスキー}} -whisky
#{{l|ja|エネルギー}} -(n) energy (de: Energie)
#{{l|ja|エンジン}} -engine
#{{l|ja|オーバー}} -(1) overcoat,(2) over
#{{l|ja|オフィス}} -office
#{{l|ja|カー}} -car
#{{l|ja|カード}} -card,curd
#{{l|ja|キャプテン}} -captain
#{{l|ja|キャンプ}} -camp
#{{l|ja|キロ}} -(abbr) kilo-, kilogram, kilometre,
#{{l|ja|クラシック}} -classic(s)
#{{l|ja|グラス}} -(1) glass,(2) grass
#{{l|ja|グランド}} -gland,grand,(electrical) ground
#{{l|ja|クリーム}} -cream
#{{l|ja|クリスマス}} -Christmas
#{{l|ja|グループ}} -group
#{{l|ja|ケース}} -case
#{{l|ja|ゲーム}} -game
#{{l|ja|コーチ}} -coach
#{{l|ja|コード}} -code,cord,chord
#{{l|ja|ゴール}} -goal
#{{l|ja|コピー}} -(1) a (photo)copy,(2) blurb on a book jacket
#{{l|ja|コンピューター}} -computer
#{{l|ja|サービス}} -(1) service,support system,(2) goods or services without charge
#{{l|ja|サイン}} -(1) autograph,(2) sign,(3) sine
#{{l|ja|ジーンズ}} -jeans
#{{l|ja|ジェット機}}, {{l|ja|ジェットき}} -jet aeroplane
#{{l|ja|ジュース}} -juice,soft drink,deuce
#{{l|ja|スイッチ}} -switch
#{{l|ja|スープ}} -(Western) soup
#{{l|ja|スキー}} -skiing
#{{l|ja|スケート}} -skate(s),skating
#{{l|ja|スター}} -star
#{{l|ja|スタイル}} -style
#{{l|ja|スタンド}} -stand
#{{l|ja|スピーチ}} -speech
#{{l|ja|セット}} -set
#{{l|ja|センター}} -a center
#{{l|ja|ソファー}} -sofa,couch
#{{l|ja|タイプライター}} -typewriter
#{{l|ja|ダイヤ}} -(1) diagram,(2) (railway) schedule,(3) diamond
#{{l|ja|タオル}} -towel
#{{l|ja|ダンス}} -dance
#{{l|ja|チーズ}} -cheese
#{{l|ja|チーム}} -team
#{{l|ja|チャンス}} -chance,opportunity
#{{l|ja|デート}} -date,go on a date
#{{l|ja|デモ}} -(abbr) demo,demonstration
#{{l|ja|テント}} -tent
#{{l|ja|トップ}} -top
#{{l|ja|ドライブ}} -drive,trip by car,driving
#{{l|ja|トラック}} -(1) truck,(2) (running) track
#{{l|ja|ドラマ}} -drama
#{{l|ja|トランプ}} -playing cards (lit: trump)
#{{l|ja|ドレス}} -dress
#{{l|ja|トン}} -ton
#{{l|ja|トンネル}} -tunnel
#{{l|ja|ノー}} -no
#{{l|ja|ノック}} -(1) knock,(2) fungo (baseball)
#{{l|ja|パーセント}} -percent
#{{l|ja|バイオリン}} -violin
#{{l|ja|ハイキング}} -hiking
#{{l|ja|パイプ}} -(1) pipe,tube,(2) channels, official or otherwise
#{{l|ja|パイロット}} -pilot
#{{l|ja|パス}} -path,pass (in games)
#{{l|ja|パスポート}} -passport
#{{l|ja|バッグ}} -bag,
#{{l|ja|バン}} -bun,van (caravan),VAN (value-added network)
#{{l|ja|ハンサム}} -handsome
#{{l|ja|ビール}} -beer
#{{l|ja|ピクニック}} -picnic
#{{l|ja|ビデオ}} -video
#{{l|ja|ピン}} -pin
#{{l|ja|プラス}} -plus
#{{l|ja|プラン}} -plan
#{{l|ja|ブレーキ}} -a brake
#{{l|ja|プロ}} -professional
#{{l|ja|ベルト}} -Belt for western clothes
#{{l|ja|ペンキ}} -(n) paint (nl: pek)
#{{l|ja|ベンチ}} -bench
#{{l|ja|ボーイ}} -boy
#{{l|ja|ボート}} -rowing boat
#{{l|ja|ホーム}} -(1) platform,(2) home
#{{l|ja|ボール}} -ball,bowl
#{{l|ja|マーケット}} -market
#{{l|ja|マイク}} -mike
#{{l|ja|マスター}} -proprietor,manager,barowner,master (e.g. arts, science)
#{{l|ja|ママ}} -Mama
#{{l|ja|ミス}} -miss (mistake, error, failure),Miss
#{{l|ja|ミルク}} -milk
#{{l|ja|メモ}} -memorandum
#{{l|ja|メンバー}} -member
#{{l|ja|ユーモア}} -humor
#{{l|ja|ヨーロッパ}} -Europe
#{{l|ja|ヨット}} -yacht
#{{l|ja|ライター}} -lighter,rider,writer
#{{l|ja|ラケット}} -racket, paddle,
#{{l|ja|レポート}} -report,paper
#{{l|ja|ロケット}} -locket,rocket
#{{l|ja|ワイン}} -wine
level 2
#{{l|ja|あいかわらず}} -as ever,as usual,the same
#{{l|ja|アイデア}} -idea
#{{l|ja|アイディア}} -idea
#{{l|ja|あいまい}} -vague,ambiguous
#{{l|ja|遭う}}, {{l|ja|あう}} -to meet,to encounter (undesirable nuance)
#{{l|ja|扇ぐ}}, {{l|ja|あおぐ}} -to fan,to flap
#{{l|ja|青白い}}, {{l|ja|あおじろい}} -pale,pallid
#{{l|ja|あかんぼう}} -baby
#{{l|ja|明き}}, {{l|ja|あき}} -room,time to spare,emptiness
#{{l|ja|あきれる}} -to be amazed,to be shocked
#{{l|ja|アクセント}} -accent
#{{l|ja|あくび}} -yawn
#{{l|ja|飽くまで}}, {{l|ja|あくまで}} -to the end,to the last,stubbornly
#{{l|ja|明け方}}, {{l|ja|あけがた}} -dawn
#{{l|ja|揚げる}}, {{l|ja|あげる}} -to lift,to fry
#{{l|ja|挙げる}}, {{l|ja|あげる}} -to raise,to fly
#{{l|ja|やる}} -to do for
#{{l|ja|憧れる}}, {{l|ja|あこがれる}} -to long for,to yearn after,to admire
#{{l|ja|足跡}}, {{l|ja|あしあと}} -footprints
#{{l|ja|味わう}}, {{l|ja|あじわう}} -to taste,to savor,to relish
#{{l|ja|預かる}}, {{l|ja|あずかる}} -to keep in custody,to receive on deposit,to take charge of
#{{l|ja|暖まる}}, {{l|ja|あたたまる}} -to warm up,to get warm
#{{l|ja|暖める}}, {{l|ja|あたためる}} -to warm,to heat
#{{l|ja|あたりまえ}} -usual,common,ordinary
#{{l|ja|あちら}}, {{l|ja|あっち}} - over there, that way
#{{l|ja|あちらこちら}} -here and there
#{{l|ja|厚かましい}}, {{l|ja|あつかましい}} -impudent,shameless,brazen
#{{l|ja|圧縮}}, {{l|ja|あっしゅく}} -compression,condensation,pressure
#{{l|ja|宛名}}, {{l|ja|あてな}} -address,direction
#{{l|ja|あてはまる}} -to be applicable,to come under (a category),to fulfill
#{{l|ja|あてはめる}} -to apply,to adapt
#{{l|ja|暴れる}}, {{l|ja|あばれる}} -to act violently,to rage,to struggle,to be riotous
#{{l|ja|脂}}, {{l|ja|あぶら}} -fat,tallow,lard
#{{l|ja|あぶる}} -to scorch
#{{l|ja|あふれる}} -to flood,to overflow,to brim over
#{{l|ja|雨戸}}, {{l|ja|あまど}} -sliding storm door
#{{l|ja|甘やかす}}, {{l|ja|あまやかす}} -to pamper,to spoil
#{{l|ja|余る}}, {{l|ja|あまる}} -to remain,to be left over,to be in excess,to be too many
#{{l|ja|編物}}, {{l|ja|あみもの}} -knitting,web
#{{l|ja|編む}}, {{l|ja|あむ}} -to knit
#{{l|ja|危うい}}, {{l|ja|あやうい}} -dangerous,critical,grave
#{{l|ja|怪しい}}, {{l|ja|あやしい}} -suspicious,dubious,doubtful
#{{l|ja|荒い}}, {{l|ja|あらい}} -rough,rude,wild
#{{l|ja|粗い}}, {{l|ja|あらい}} -coarse,rough
#{{l|ja|あらすじ}} -outline,summary
#{{l|ja|争う}}, {{l|ja|あらそう}} -to dispute,to argue,to be at variance,to compete
#{{l|ja|改めて}}, {{l|ja|あらためて}} -another time,again,over again,anew,formally
#{{l|ja|改める}}, {{l|ja|あらためる}} -to change,to alter,to reform,to revise
#{{l|ja|著す}}, {{l|ja|あらわす}} -to write,to publish
#{{l|ja|有難い}}, {{l|ja|ありがたい}} -grateful,thankful,welcome,appreciated,evoking gratitude
#{{l|ja|在る}}, {{l|ja|ある}} -to live,to be
#{{l|ja|あれこれ}} -one thing or another,this and that,this or that
#{{l|ja|あわただしい}} -busy,hurried,confused,flurried
#{{l|ja|あわてる}} -to become confused
#{{l|ja|安易}}, {{l|ja|あんい}} -easy-going
#{{l|ja|案外}}, {{l|ja|あんがい}} -unexpectedly
#{{l|ja|アンテナ}} -antenna
#{{l|ja|言い出す}}, {{l|ja|いいだす}} -to start talking,to speak,to tell,to propose,to suggest,to break the ice
#{{l|ja|言い付ける}}, {{l|ja|いいつける}} -to tell,to tell on (someone),to order
#{{l|ja|意義}}, {{l|ja|いぎ}} -meaning,significance
#{{l|ja|生き生き}}, {{l|ja|いきいき}} -vividly,lively
#{{l|ja|いきなり}} -(uk) abruptly,suddenly,all of a sudden,without warning
#{{l|ja|育児}}, {{l|ja|いくじ}} -childcare,nursing,upbringing
#{{l|ja|幾分}}, {{l|ja|いくぶん}} -somewhat
#{{l|ja|生け花}}, {{l|ja|いけばな}} -(1) flower arrangement
#{{l|ja|以後}}, {{l|ja|いご}} -after this,from now on,hereafter,thereafter
#{{l|ja|以降}}, {{l|ja|いこう}} -on and after,hereafter,thereafter
#{{l|ja|イコール}} -equal
#{{l|ja|勇ましい}}, {{l|ja|いさましい}} -brave,valiant,gallant,courageous
#{{l|ja|衣食住}}, {{l|ja|いしょくじゅう}} -necessities of life (food, clothing, etc.)
#{{l|ja|意地悪}}, {{l|ja|いじわる}} -malicious,ill-tempered,unkind
#{{l|ja|いちいち}} -one by one,separately
#{{l|ja|一応}}, {{l|ja|いちおう}} -once,tentatively,in outline,for the time being
#{{l|ja|一段}}, {{l|ja|いちだん}} -greater,more,further,still more
#{{l|ja|一流}}, {{l|ja|いちりゅう}} -first class,top grade,foremost,top-notch
#{{l|ja|佚}}, {{l|ja|いつ}} -be lost,peace,hide,mistake,beautiful,in turn
#{{l|ja|一昨日}}, {{l|ja|いっさくじつ}} -day before yesterday
#{{l|ja|一昨年}}, {{l|ja|いっさくねん}} -year before last
#{{l|ja|一斉}}, {{l|ja|いっせい}} -simultaneous,all at once
#{{l|ja|一旦}}, {{l|ja|いったん}} -once,for a moment,one morning,temporarily
#{{l|ja|一定}}, {{l|ja|いってい}} -fixed,settled,definite
#{{l|ja|いっていらっしゃい}} -
#{{l|ja|いってらっしゃい}} -
#{{l|ja|いってまいります}} -
#{{l|ja|いつのまにか}} -before one knows,unnoticed,unawares
#{{l|ja|移転}}, {{l|ja|いてん}} -moving,transfer,demise
#{{l|ja|井戸}}, {{l|ja|いど}} -water well
#{{l|ja|緯度}}, {{l|ja|いど}} -latitude (nav.)
#{{l|ja|従姉妹}}, {{l|ja|いとこ}} -cousin (female)
#{{l|ja|威張る}}, {{l|ja|いばる}} -to be proud,to swagger
#{{l|ja|嫌がる}}, {{l|ja|いやがる}} -to hate,to dislike
#{{l|ja|いよいよ}} -more and more,all the more,increasingly,at last,beyond doubt
#{{l|ja|煎る}}, {{l|ja|いる}} -to parch,to fry
#{{l|ja|炒る}}, {{l|ja|いる}} -
#{{l|ja|入れ物}}, {{l|ja|いれもの}} -container,case,receptacle
#{{l|ja|インキ}} -ink
#{{l|ja|インタビュー}} -interview
#{{l|ja|引力}}, {{l|ja|いんりょく}} -gravity
#{{l|ja|ウーマン}} -woman
#{{l|ja|ウール}} -wool
#{{l|ja|ウエートレス}} -waitress
#{{l|ja|植木}}, {{l|ja|うえき}} -garden shrubs,trees,potted plant
#{{l|ja|飢える}}, {{l|ja|うえる}} -to starve
#{{l|ja|浮ぶ}}, {{l|ja|うかぶ}} -to float,to rise to surface,to come to mind
#{{l|ja|浮かべる}}, {{l|ja|うかべる}} -to float,to express,to look (sad, glad)
#{{l|ja|浮く}}, {{l|ja|うく}} -to float,to become merry,to become loose
#{{l|ja|承る}}, {{l|ja|うけたまわる}} -(hum) to hear,to be told,to know
#{{l|ja|受取}}, {{l|ja|うけとり}} -receipt
#{{l|ja|受け持つ}}, {{l|ja|うけもつ}} -to take (be in) charge of
#{{l|ja|薄暗い}}, {{l|ja|うすぐらい}} -dim,gloomy
#{{l|ja|薄める}}, {{l|ja|うすめる}} -to dilute,to water down
#{{l|ja|打合せ}}, {{l|ja|うちあわせ}} -business meeting,previous arrangement,appointment
#{{l|ja|打ち消す}}, {{l|ja|うちけす}} -to deny,to negate,to contradict
#{{l|ja|討つ}}, {{l|ja|うつ}} -to attack,to avenge
#{{l|ja|うっかり}} -carelessly,thoughtlessly,inadvertently
#{{l|ja|映す}}, {{l|ja|うつす}} -to project,to reflect,to cast (shadow)
#{{l|ja|写る}}, {{l|ja|うつる}} -to be photographed,to be projected
#{{l|ja|映る}}, {{l|ja|うつる}} -to be reflected,to harmonize with,to come out (photo)
#{{l|ja|うどん}} -noodles (Japanese)
#{{l|ja|有無}}, {{l|ja|うむ}} -yes or no,existence,flag indicator (comp),presence or absence marker
#{{l|ja|埋める}}, {{l|ja|うめる}} -to bury,to fill up,to fill (a seat, a vacant position)
#{{l|ja|敬う}}, {{l|ja|うやまう}} -to show respect,to honour
#{{l|ja|裏返す}}, {{l|ja|うらがえす}} -to turn inside out,to turn (something) over
#{{l|ja|裏口}}, {{l|ja|うらぐち}} -backdoor,rear entrance
#{{l|ja|占う}}, {{l|ja|うらなう}} -to forecast,to predict
#{{l|ja|恨み}}, {{l|ja|うらみ}} -resentment
#{{l|ja|恨む}}, {{l|ja|うらむ}} -to curse,to feel bitter
#{{l|ja|羨ましい}}, {{l|ja|うらやましい}} -envious,enviable
#{{l|ja|羨む}}, {{l|ja|うらやむ}} -to envy
#{{l|ja|売上}}, {{l|ja|うりあげ}} -amount sold,proceeds
#{{l|ja|売り切れ}}, {{l|ja|うりきれ}} -sold-out
#{{l|ja|売り切れる}}, {{l|ja|うりきれる}} -to be sold out
#{{l|ja|売行き}}, {{l|ja|うれゆき}} -sales
#{{l|ja|うろうろ}} -loiteringly,aimless wandering
#{{l|ja|運河}}, {{l|ja|うんが}} -canal,waterway
#{{l|ja|うんと}} -a great deal,very much
#{{l|ja|英文}}, {{l|ja|えいぶん}} -sentence in English
#{{l|ja|英和}}, {{l|ja|えいわ}} -English-Japanese (e.g. dictionary)
#{{l|ja|ええと}} -let me see,well,er....
#{{l|ja|液体}}, {{l|ja|えきたい}} -liquid,fluid
#{{l|ja|エチケット}} -etiquette
#{{l|ja|絵の具}}, {{l|ja|えのぐ}} -colors,paints
#{{l|ja|エプロン}} -apron
#{{l|ja|偉い}}, {{l|ja|えらい}} -great,celebrated,eminent,terrible,awful,famous,remarkable,excellent
#{{l|ja|宴会}}, {{l|ja|えんかい}} -party,banquet
#{{l|ja|園芸}}, {{l|ja|えんげい}} -horticulture,gardening
#{{l|ja|演劇}}, {{l|ja|えんげき}} -play (theatrical)
#{{l|ja|円周}}, {{l|ja|えんしゅう}} -circumference
#{{l|ja|遠足}}, {{l|ja|えんそく}} -trip,hike,picnic
#{{l|ja|延長}}, {{l|ja|えんちょう}} -extension,elongation,prolongation,lengthening
#{{l|ja|煙突}}, {{l|ja|えんとつ}} -chimney
#{{l|ja|追い掛ける}}, {{l|ja|おいかける}} -to chase or run after someone,to run down,to pursue
#{{l|ja|追い越す}}, {{l|ja|おいこす}} -to pass (e.g. car),to outdistance,to outstrip
#{{l|ja|オイル}} -oil,engine oil,kerosene
#{{l|ja|応援}}, {{l|ja|おうえん}} -aid,assistance,help,reinforcement
#{{l|ja|王女}}, {{l|ja|おうじょ}} -princess
#{{l|ja|応ずる}}, {{l|ja|おうずる}} -to answer,to respond,to meet,to satisfy,to accept
#{{l|ja|応接}}, {{l|ja|おうせつ}} -reception
#{{l|ja|応対}}, {{l|ja|おうたい}} -receiving,dealing with
#{{l|ja|往復}}, {{l|ja|おうふく}} -(col) round trip,coming and going,return ticket
#{{l|ja|欧米}}, {{l|ja|おうべい}} -Europe and America,the West
#{{l|ja|応用}}, {{l|ja|おうよう}} -application,put to practical use
#{{l|ja|オーケストラ}} -orchestra
#{{l|ja|おおざっぱ}} -rough (not precise),broad,sketchy
#{{l|ja|大通り}}, {{l|ja|おおどおり}} -main street
#{{l|ja|オートメーション}} -automation
#{{l|ja|オーバーコート}} - overcoat
#{{l|ja|大凡}}, {{l|ja|おおよそ}} -about,roughly,as a rule,approximately
#{{l|ja|お帰り}}, {{l|ja|おかえり}} -return,welcome
#{{l|ja|おかけください}} -
#{{l|ja|おかげさまで}} -Thanks to god,thanks to you
#{{l|ja|おかず}} -side dish,accompaniment for rice dishes
#{{l|ja|拝む}}, {{l|ja|おがむ}} -to worship,to beg,to make a supplication
#{{l|ja|お代わり}}, {{l|ja|おかわり}} -second helping,another cup
#{{l|ja|補う}}, {{l|ja|おぎなう}} -to compensate for
#{{l|ja|おきのどくに}} -
#{{l|ja|屋外}}, {{l|ja|おくがい}} -outdoors
#{{l|ja|おくさん}} -(hon) wife,your wife,madam
#{{l|ja|送り仮名}}, {{l|ja|おくりがな}} -part of word written in kana
#{{l|ja|おげんきで}} -
#{{l|ja|怠る}}, {{l|ja|おこたる}} -to neglect,to be off guard,to be feeling better
#{{l|ja|押える}}, {{l|ja|おさえる}} -to stop,to restrain,to seize,to repress,to suppress,to press down
#{{l|ja|おさきに}} -before,ahead,previously
#{{l|ja|納める}}, {{l|ja|おさめる}} -to obtain,to reap,to pay,to supply,to accept
#{{l|ja|治める}}, {{l|ja|おさめる}} -(1) to govern,to manage,(2) to subdue
#{{l|ja|惜しい}}, {{l|ja|おしい}} -regrettable,disappointing,precious
#{{l|ja|御辞儀}}, {{l|ja|おじぎ}} -bow
#{{l|ja|伯父さん}}, {{l|ja|おじさん}} -middle-aged gentleman,uncle
#{{l|ja|小父さん}}, {{l|ja|おじさん}} -middle-aged gentleman,uncle
#{{l|ja|叔父さん}}, {{l|ja|おじさん}} -middle-aged gentleman,uncle
#{{l|ja|おしゃれ}} -smartly dressed,someone smartly dressed,fashion-conscious
#{{l|ja|おじゃまします}} -Excuse me for disturbing you
#{{l|ja|教わる}}, {{l|ja|おそわる}} -to be taught
#{{l|ja|おだいじに}} -Take care of yourself
#{{l|ja|落着く}}, {{l|ja|おちつく}} -to calm down,to settle down
#{{l|ja|御手洗}}, {{l|ja|をてあらい}} -font of purifying water placed at entrance of shrine
#{{l|ja|お出掛け}}, {{l|ja|おでかけ}} -
#{{l|ja|お手伝いさん}}, {{l|ja|おてつだいさん}} -maid
#{{l|ja|おどかす}} -to threaten,to coerce
#{{l|ja|落し物}}, {{l|ja|おとしもの}} -lost property
#{{l|ja|おととい}} -day before yesterday
#{{l|ja|おととし}} -year before last
#{{l|ja|おとなしい}} -obedient,docile,quiet
#{{l|ja|驚かす}}, {{l|ja|おどろかす}} -to surprise,to frighten,to create a stir
#{{l|ja|おねがいします}} -please
#{{l|ja|各々}}, {{l|ja|おのおの}} -each,every,either,respectively,severally
#{{l|ja|伯母さん}}, {{l|ja|おばさん}} -(hon) aunt
#{{l|ja|叔母さん}}, {{l|ja|おばさん}} -(1) aunt,(2) middle-aged lady
#{{l|ja|おはよう}} -(abbr) Good morning
#{{l|ja|お参り}}, {{l|ja|おまいり}} -worship,shrine visit
#{{l|ja|おまたせしました}} -Sorry to have kept you waiting
#{{l|ja|おまちください}} -Please wait a moment
#{{l|ja|おまちどおさま}} -Sorry to have kept you waiting
#{{l|ja|おめでたい}} -happy event,matter for congratulation,auspicious event,pregnancy
#{{l|ja|思い掛けない}}, {{l|ja|おもいがけない}} -unexpected,casual
#{{l|ja|思い込む}}, {{l|ja|おもいこむ}} -to be under impression that,to be convinced that
#{{l|ja|思いっ切り}}, {{l|ja|おもいっきり}} -
#{{l|ja|思い付く}}, {{l|ja|おもいつく}} -to think of,to hit upon
#{{l|ja|重たい}}, {{l|ja|おもたい}} -heavy,massive,serious
#{{l|ja|おやすみ}} -(1) holiday,absence,rest,(2) (exp) Good night
#{{l|ja|おやつ}} -(1) between meal snack,afternoon refreshment
#{{l|ja|親指}}, {{l|ja|おやゆび}} -thumb
#{{l|ja|オルガン}} -organ
#{{l|ja|卸す}}, {{l|ja|おろす}} -to sell wholesale,grated (vegetables)
#{{l|ja|恩恵}}, {{l|ja|おんけい}} -grace,favor,blessing,benefit
#{{l|ja|温室}}, {{l|ja|おんしつ}} -greenhouse
#{{l|ja|温泉}}, {{l|ja|おんせん}} -spa,hot spring,onsen
#{{l|ja|温帯}}, {{l|ja|おんたい}} -temperate zone
#{{l|ja|御中}}, {{l|ja|おんちゅう}} -and Company,Messrs.
#{{l|ja|女の人}}, {{l|ja|おんなのひと}} -woman
#{{l|ja|蚊}}, {{l|ja|か}} -mosquito
#{{l|ja|カーブ}} -(1) curve,(2) curve ball (baseball)
#{{l|ja|貝}}, {{l|ja|かい}} -shell,shellfish
#{{l|ja|開会}}, {{l|ja|かいかい}} -opening of a meeting
#{{l|ja|会館}}, {{l|ja|かいかん}} -meeting hall,assembly hall
#{{l|ja|改札}}, {{l|ja|かいさつ}} -examination of tickets
#{{l|ja|解散}}, {{l|ja|かいさん}} -breakup,dissolution
#{{l|ja|海水浴}}, {{l|ja|かいすいよく}} -sea bathing,seawater bath
#{{l|ja|回数}}, {{l|ja|かいすう}} -number of times,frequency
#{{l|ja|回数券}}, {{l|ja|かいすうけん}} -book of tickets
#{{l|ja|改正}}, {{l|ja|かいせい}} -revision,amendment,alteration
#{{l|ja|快晴}}, {{l|ja|かいせい}} -good weather
#{{l|ja|解説}}, {{l|ja|かいせつ}} -explanation,commentary
#{{l|ja|改造}}, {{l|ja|かいぞう}} -(1) remodeling,(2) modding (comp)
#{{l|ja|開通}}, {{l|ja|かいつう}} -opening,open
#{{l|ja|回転}}, {{l|ja|かいてん}} -rotation,revolution,turning
#{{l|ja|解答}}, {{l|ja|かいとう}} -answer,solution
#{{l|ja|回答}}, {{l|ja|かいとう}} -reply,answer
#{{l|ja|外部}}, {{l|ja|がいぶ}} -the outside,external
#{{l|ja|解放}}, {{l|ja|かいほう}} -release,liberation,emancipation
#{{l|ja|開放}}, {{l|ja|かいほう}} -open,throw open,liberalization
#{{l|ja|海洋}}, {{l|ja|かいよう}} -ocean
#{{l|ja|概論}}, {{l|ja|がいろん}} -intro,outline,general remarks
